State,Year,OD_rate_AIAN,deaths_AIAN,population_AIAN,OD_rate_ALL,deaths_ALL,population_ALL,PL280,PL280_3cat,Year_Factor,deaths_non_AIAN,pop_non_AIAN,OD_rate_non_AIAN,base_crim,added_states,state_crim,interact,state_code
RI,2015,8.651267410675664e-4,10,11559,0.0017239453260348878,1821,1056298,0,No,2015,1811,1044739,0.0017334473011919723,0,1,1,0,44
RI,2016,3.7587704644169727e-4,4.5,11972,0.0015836414476735712,1673,1056426,0,No,2016,1668.5,1044454,0.0015974853847081825,0,1,1,0,44
RI,2017,9.710309111506716e-4,12,12358,0.0016817048070144644,1782,1059639,0,No,2017,1770,1047281,0.0016900908161228934,0,1,1,0,44
RI,2018,3.5458198723504846e-4,4.5,12691,0.0016125752495708468,1705,1057315,0,No,2018,1700.5,1044624,0.0016278584447609857,0,1,1,0,44
RI,2019,3.4986782770953195e-4,4.5,12862,0.0016538271656215398,1752,1059361,0,No,2019,1747.5,1046499,0.0016698534828986937,0,1,1,0,44
RI,2020,8.94254415381176e-4,12,13419,0.0017680028378857752,1869,1057125,0,No,2020,1857,1043706,0.001779236681594242,0,1,1,0,44
SC,1999,0,0,13624,9.736627986842721e-5,387,3974682,0,No,1999,387,3961058,9.770116973798414e-5,0,0,0,0,45
SC,2000,2.870264064293915e-4,4.5,15678,1.8319985084790374e-4,735,4012012,0,No,2000,730.5,3996334,1.8279252935315217e-4,0,0,0,0,45
SC,2001,2.725455756768215e-4,4.5,16511,1.6359183713633105e-4,665,4064995,0,No,2001,660.5,4048484,1.6314748928240793e-4,0,0,0,0,45
SC,2002,2.557108762359359e-4,4.5,17598,1.453334453155525e-4,597,4107795,0,No,2002,592.5,4090197,1.4485854837798767e-4,0,0,0,0,45
SC,2003,0,0,18512,1.701083079114579e-4,706,4150297,0,No,2003,706,4131785,1.7087045913570043e-4,0,0,0,0,45
SC,2004,0,0,19636,1.8380777031912972e-4,774,4210921,0,No,2004,774,4191285,1.8466890225789942e-4,0,0,0,0,45
SC,2005,4.8334863937358016e-4,10,20689,0.0014425722749786308,6160,4270150,0,No,2005,6150,4249461,0.001447242367914425,0,0,0,0,45
SC,2006,6.353528477422282e-4,14,22035,0.0014571415655483086,6350,4357847,0,No,2006,6336,4335812,0.0014613179722737055,0,0,0,0,45
SC,2007,1.9179133103183735e-4,4.5,23463,0.0013969051171100625,6208,4444110,0,No,2007,6203.5,4420647,0.0014033013719484953,0,0,0,0,45
SC,2008,3.992334717342702e-4,10,25048,0.0013148609537301423,5955,4528996,0,No,2008,5945,4503948,0.001319953072282362,0,0,0,0,45
SC,2009,1.7321016166281755e-4,4.5,25980,0.001324655676672465,6080,4589872,0,No,2009,6075.5,4563892,0.0013312102915669344,0,0,0,0,45
SC,2010,3.728977887161129e-4,10,26817,0.0013672437455733214,6324,4625364,0,No,2010,6314,4598547,0.0013730423979574418,0,0,0,0,45
SC,2011,8.091805208180079e-4,22,27188,0.0012918792194442248,6045,4679230,0,No,2011,6023,4652042,0.0012947002628093212,0,0,0,0,45
SC,2012,3.6325329652366593e-4,10,27529,0.0013053263284066403,6166,4723723,0,No,2012,6156,4696194,0.0013108487426200877,0,0,0,0,45
SC,2013,4.2835724994645533e-4,12,28014,0.001307059777303486,6241,4774839,0,No,2013,6229,4746825,0.0013122455536068846,0,0,0,0,45
SC,2014,3.5277101633329804e-4,10,28347,0.0013405119770751345,6478,4832482,0,No,2014,6468,4804135,0.0013463401840289667,0,0,0,0,45
SC,2015,4.8417776240705515e-4,14,28915,0.0013792480861477578,6753,4896146,0,No,2015,6739,4867231,0.0013845654747021458,0,0,0,0,45
SC,2016,3.3870749220972767e-4,10,29524,0.0013696506775991465,6795,4961119,0,No,2016,6785,4931595,0.0013758226293927218,0,0,0,0,45
SC,2017,4.3344891971192317e-4,13,29992,0.00139619522371864,7015,5024369,0,No,2017,7002,4994377,0.0014019766629551594,0,0,0,0,45
SC,2018,4.601781546855997e-4,14,30423,0.0013477240045341118,6852,5084127,0,No,2018,6838,5053704,0.0013530669782005436,0,0,0,0,45
SC,2019,4.8304511641387304e-4,15,31053,0.0012504093255131282,6438,5148714,0,No,2019,6423,5117661,0.0012550655465455801,0,0,0,0,45
SC,2020,8.754377188594297e-4,28,31984,0.0014821657173958037,7734,5218040,0,No,2020,7706,5186056,0.0014859075952901395,0,0,0,0,45
SD,1999,7.123634636694633e-5,4.5,63170,7.329307100632719e-5,55,750412,1,Optional,1999,50.5,687242,7.348212129060797e-5,0,0,0,7.329307100632719e-5,46
SD,2000,2.1496790836225165e-4,14,65126,1.3910158920253722e-4,105,754844,1,Optional,2000,91,689718,1.3193798044998102e-4,0,0,0,1.3910158920253722e-4,46
SD,2001,1.811867733655443e-4,12,66230,1.2137651522747543e-4,92,757972,1,Optional,2001,80,691742,1.1565005450008818e-4,0,0,0,1.2137651522747543e-4,46
SD,2002,6.703111733424695e-5,4.5,67133,1.1973369121865214e-4,91,760020,1,Optional,2002,86.5,692887,1.2483998112246297e-4,0,0,0,1.1973369121865214e-4,46
SD,2003,1.4646649578908824e-4,10,68275,1.3617395699259816e-4,104,763729,1,Optional,2003,94,695454,1.3516350470340238e-4,0,0,0,1.3617395699259816e-4,46
SD,2004,0.0013800043125134767,96,69565,0.0013785118302794925,1062,770396,1,Optional,2004,966,700831,0.0013783636853963365,0,0,0,0.0013785118302794925,46
SD,2005,0.0012888970723623642,91,70603,0.001694406010112277,1314,775493,1,Optional,2005,1223,704890,0.0017350224857779228,0,0,0,0.001694406010112277,46
SD,2006,9.313057740957994e-4,67,71942,0.001480141960811358,1159,783033,1,Optional,2006,1092,711091,0.0015356684306228035,0,0,0,0.001480141960811358,46
SD,2007,0.0010223833801357724,75,73358,0.0015335582720562692,1214,791623,1,Optional,2007,1139,718265,0.0015857656992892596,0,0,0,0.0015335582720562692,46
SD,2008,0.0012702232918839417,95,74790,0.0016205244742993577,1295,799124,1,Optional,2008,1200,724334,0.0016566942874419812,0,0,0,0.0016205244742993577,46
SD,2009,0.0011836654172420597,90,76035,0.001528993255826344,1234,807067,1,Optional,2009,1144,731032,0.0015649109751693497,0,0,0,0.001528993255826344,46
SD,2010,0.0012954542510331248,100,77193,0.0014922990002210813,1215,814180,1,Optional,2010,1115,736987,0.0015129167814357648,0,0,0,0.0014922990002210813,46
SD,2011,0.0013121164953625686,102,77737,0.0015750859744539986,1298,824082,1,Optional,2011,1196,746345,0.0016024760666983767,0,0,0,0.0015750859744539986,46
SD,2012,0.0013074218402914408,103,78781,0.0015023627414040132,1252,833354,1,Optional,2012,1149,754573,0.0015227154960487587,0,0,0,0.0015023627414040132,46
SD,2013,0.0014016995607173698,112,79903,0.0015008101771027025,1268,844877,1,Optional,2013,1156,764974,0.0015111624708813633,0,0,0,0.0015008101771027025,46
SD,2014,0.0010910398353521703,88,80657,0.0015577109033902774,1329,853175,1,Optional,2014,1241,772518,0.0016064350604128319,0,0,0,0.0015577109033902774,46
SD,2015,0.0016063764561618638,131,81550,0.0015644129258016305,1343,858469,1,Optional,2015,1212,776919,0.0015600081861815711,0,0,0,0.0015644129258016305,46
SD,2016,0.0016189440618581612,134,82770,0.0015725850247384609,1361,865454,1,Optional,2016,1227,782684,0.0015676824874406529,0,0,0,0.0015725850247384609,46
SD,2017,0.0016147939044520467,135,83602,0.0015833664878240612,1377,869666,1,Optional,2017,1242,786064,0.0015800240184005374,0,0,0,0.0015833664878240612,46
SD,2018,0.001535572118735161,130,84659,0.0017081616576082336,1507,882235,1,Optional,2018,1377,797576,0.0017264812381515993,0,0,0,0.0017081616576082336,46
SD,2019,0.0016060584745961409,137,85302,0.0018572127791612362,1643,884659,1,Optional,2019,1506,799357,0.0018840142764747166,0,0,0,0.0018572127791612362,46
SD,2020,0.0019316093232343335,165,85421,0.0018438094043241027,1646,892717,1,Optional,2020,1481,807296,0.0018345191850325036,0,0,0,0.0018438094043241027,46
TN,1999,0,0,14433,1.0977695946552277e-4,619,5638706,0,No,1999,619,5624273,1.1005866891596478e-4,0,0,0,0,47
TN,2000,2.5885872066267834e-4,4.5,17384,1.5362216996412376e-4,874,5689283,0,No,2000,869.5,5671899,1.5329962680929262e-4,0,0,0,0,47
TN,2001,0,0,18369,1.7058528838390699e-4,981,5750789,0,No,2001,981,5732420,1.711319128744928e-4,0,0,0,0,47
TN,2002,2.3347514786759365e-4,4.5,19274,1.903063500898391e-4,1103,5795918,0,No,2002,1098.5,5776644,1.9016231569748802e-4,0,0,0,0,47
TN,2003,0,0,20160,2.1649122783016963e-4,1266,5847812,0,No,2003,1266,5827652,2.172401509218464e-4,0,0,0,0,47
TN,2004,2.1146616541353383e-4,4.5,21280,2.442982001279351e-4,1444,5910809,0,No,2004,1439.5,5889529,2.444168285783125e-4,0,0,0,0,47
TN,2005,2.0176657848719904e-4,4.5,22303,2.7657890752833767e-4,1657,5991057,0,No,2005,1652.5,5968754,2.7685845320480625e-4,0,0,0,0,47
TN,2006,1.9218449711723255e-4,4.5,23415,2.815020317745829e-4,1714,6088766,0,No,2006,1709.5,6065351,2.818468378829189e-4,0,0,0,0,47
TN,2007,1.771514054011495e-4,4.5,25402,2.6701309821499557e-4,1649,6175727,0,No,2007,1644.5,6150325,2.6738424392206913e-4,0,0,0,0,47
TN,2008,1.6879852957725345e-4,4.5,26659,2.5866715028033215e-4,1616,6247411,0,No,2008,1611.5,6220752,2.5905228178200963e-4,0,0,0,0,47
TN,2009,1.6156828953037484e-4,4.5,27852,2.9384624435796974e-4,1853,6306019,0,No,2009,1848.5,6278167,2.944330725831282e-4,0,0,0,0,47
TN,2010,1.5846744374405748e-4,4.5,28397,3.157842487636117e-4,2004,6346105,0,No,2010,1999.5,6317708,3.164913604743999e-4,0,0,0,0,47
TN,2011,1.554887529802011e-4,4.5,28941,3.0718281500332717e-4,1967,6403353,0,No,2011,1962.5,6374412,3.078715338763795e-4,0,0,0,0,47
TN,2012,4.0759485071838593e-4,12,29441,0.0012685396135182644,8190,6456243,0,No,2012,8178,6426802,0.0012724835773686508,0,0,0,0,47
TN,2013,3.3252419113490505e-4,10,30073,0.001340213898507661,8706,6495978,0,No,2013,8696,6465905,0.001344900675156842,0,0,0,0,47
TN,2014,1.4468988135429728e-4,4.5,31101,9.249770053586981e-4,6058,6549352,0,No,2014,6053.5,6518251,9.287000454569792e-4,0,0,0,0,47
TN,2015,1.413849440743999e-4,4.5,31828,0.0014628125180389554,9655,6600299,0,No,2015,9650.5,6568471,0.0014692155906602922,0,0,0,0,47
TN,2016,4.6383623488666933e-4,15,32339,0.0016051253353909088,10676,6651194,0,No,2016,10661,6618855,0.001610701548832842,0,0,0,0,47
TN,2017,4.793002216763525e-4,16,33382,0.0018646560206218479,12523,6715984,0,No,2017,12507,6682602,0.0018715763710003977,0,0,0,0,47
TN,2018,5.531939672742095e-4,19,34346,0.0021256984849357683,14391,6770010,0,No,2018,14372,6735664,0.002133716883740044,0,0,0,0,47
TN,2019,7.082955575702629e-4,25,35296,0.0022234021274022304,15184,6829174,0,No,2019,15159,6793878,0.0022312735082967343,0,0,0,0,47
TN,2020,5.470609152329112e-4,20,36559,0.0023733692433997975,16345,6886834,0,No,2020,16325,6850275,0.0023831160062917182,0,0,0,0,47
TX,1999,3.324394406152346e-5,4.5,135363,1.514722578122036e-4,3114,20558220,0,No,1999,3109.5,20422857,1.5225587683447033e-4,0,0,0,0,48
TX,2000,2.9583659301431193e-5,4.5,152111,1.7034484280029272e-4,3552,20851820,0,No,2000,3547.5,20699709,1.7137922083832193e-4,0,0,0,0,48
TX,2001,2.7909746083332298e-5,4.5,161234,1.8058481524672437e-4,3850,21319622,0,No,2001,3845.5,21158388,1.8174825038656063e-4,0,0,0,0,48
TX,2002,2.6538652072373852e-5,4.5,169564,1.8787178154315345e-4,4075,21690325,0,No,2002,4070.5,21520761,1.8914293969437234e-4,0,0,0,0,48
TX,2003,1.737989650551952e-4,31,178367,0.001067090628171819,23509,22030931,0,No,2003,23478,21852564,0.001074381935227372,0,0,0,0,48
TX,2004,1.592356687898089e-4,30,188400,0.0010294264679463802,23053,22394023,0,No,2004,23023,22205623,0.0010368094603785717,0,0,0,0,48
TX,2005,1.253786435033802e-4,25,199396,0.0010254576287958407,23358,22778123,0,No,2005,23333,22578727,0.0010334063563459533,0,0,0,0,48
TX,2006,2.019585280511002e-4,43,212915,9.553682043940858e-4,22317,23359580,0,No,2006,22274,23146665,9.622984563866976e-4,0,0,0,0,48
TX,2007,1.6270101270387095e-4,37,227411,9.402910366292221e-4,22409,23831983,0,No,2007,22372,23604572,9.477824889178249e-4,0,0,0,0,48
TX,2008,1.1070836955273818e-4,27,243884,9.194933621193335e-4,22352,24309039,0,No,2008,22325,24065155,9.276898486629319e-4,0,0,0,0,48
TX,2009,1.4893909536684846e-4,39,261852,9.213055476181712e-4,22850,24801761,0,No,2009,22811,24539909,9.295470492575992e-4,0,0,0,0,48
TX,2010,1.1595001105148542e-4,32,275981,9.165832490275321e-4,23048,25145561,0,No,2010,23016,24869580,9.254679813651859e-4,0,0,0,0,48
TX,2011,1.348016342105809e-4,39,289314,9.281127971950265e-4,23829,25674681,0,No,2011,23790,25385367,9.371540699017666e-4,0,0,0,0,48
TX,2012,1.2668456228771775e-4,37,292064,9.441194345045779e-4,24603,26059203,0,No,2012,24566,25767139,9.53384851923219e-4,0,0,0,0,48
TX,2013,1.4832593950998504e-4,44,296644,9.446770144183385e-4,24985,26448193,0,No,2013,24941,26151549,9.537102372023929e-4,0,0,0,0,48
TX,2014,1.8496682157637974e-4,56,302757,9.435411814641696e-4,25435,26956958,0,No,2014,25379,26654201,9.521575979711416e-4,0,0,0,0,48
TX,2015,1.7756713652007154e-4,55,309742,9.564560400455581e-4,26273,27469114,0,No,2015,26218,27159372,9.653389629185829e-4,0,0,0,0,48
TX,2016,1.9138328649759016e-4,60,313507,9.466095693308693e-4,26375,27862596,0,No,2016,26315,27549089,9.552039996676478e-4,0,0,0,0,48
TX,2017,1.78993678696926e-4,57,318447,9.574416819091853e-4,27100,28304596,0,No,2017,27043,27986149,9.662994361960983e-4,0,0,0,0,48
TX,2018,1.9818782011977976e-4,64,322926,9.552347592985748e-4,27417,28701845,0,No,2018,27353,28378919,9.638492572602924e-4,0,0,0,0,48
TX,2019,1.984290524554832e-4,65,327573,0.0010162133028480838,29466,28995881,0,No,2019,29401,28668308,0.001025557559936917,0,0,0,0,48
TX,2020,1.941153633486665e-4,66,340004,0.001080489778891615,31724,29360759,0,No,2020,31658,29020755,0.0010908744448585158,0,0,0,0,48
UT,1999,1.3766098687631925e-4,4.5,32689,1.1754123700579356e-4,259,2203482,1,Optional,1999,254.5,2170793,1.1723826269939142e-4,0,0,0,1.1754123700579356e-4,49
UT,2000,1.3340052767319834e-4,4.5,33733,1.325470665229546e-4,296,2233169,1,Optional,2000,291.5,2199436,1.3253397689225784e-4,0,0,0,1.325470665229546e-4,49
UT,2001,1.3070756361101428e-4,4.5,34428,1.322406692603937e-4,302,2283715,1,Optional,2001,297.5,2249287,1.3226413525708368e-4,0,0,0,1.322406692603937e-4,49
UT,2002,1.2735608762098828e-4,4.5,35334,1.608730157023247e-4,374,2324815,1,Optional,2002,369.5,2289481,1.61390288890801e-4,0,0,0,1.608730157023247e-4,49
UT,2003,3.0587842722874147e-4,11,35962,2.779499664638112e-4,656,2360137,1,Optional,2003,645,2324175,2.775178289070315e-4,0,0,0,2.779499664638112e-4,49
UT,2004,3.2654838358550127e-4,12,36748,7.557524629618834e-4,1815,2401580,1,Optional,2004,1803,2364832,7.624220240592144e-4,0,0,0,7.557524629618834e-4,49
UT,2005,5.003423394954442e-4,19,37974,7.885360368699595e-4,1938,2457719,1,Optional,2005,1919,2419745,7.93058772721919e-4,0,0,0,7.885360368699595e-4,49
UT,2006,1.1411472333519298e-4,4.5,39434,7.8281311435684e-4,1977,2525507,1,Optional,2006,1972.5,2486073,7.934199840471298e-4,0,0,0,7.8281311435684e-4,49
UT,2007,5.319148936170213e-4,22,41360,8.087780714511734e-4,2101,2597746,1,Optional,2007,2079,2556386,8.132574658130658e-4,0,0,0,8.087780714511734e-4,49
UT,2008,2.7892057736559516e-4,12,43023,7.743062505139824e-4,2062,2663029,1,Optional,2008,2050,2620006,7.824409562420849e-4,0,0,0,7.743062505139824e-4,49
UT,2009,5.155101308947463e-4,23,44616,7.89081085884261e-4,2149,2723421,1,Optional,2009,2126,2678805,7.936374614800256e-4,0,0,0,7.89081085884261e-4,49
UT,2010,4.7790763348829125e-4,22,46034,7.42071395879351e-4,2051,2763885,1,Optional,2010,2029,2717851,7.465457083556089e-4,0,0,0,7.42071395879351e-4,49
UT,2011,5.245929158972637e-4,25,47656,7.482548411165325e-4,2108,2817222,1,Optional,2011,2083,2769566,7.521033981497462e-4,0,0,0,7.482548411165325e-4,49
UT,2012,4.6080053620426033e-4,22,47743,7.946661754142403e-4,2269,2855287,1,Optional,2012,2247,2807544,8.003436455492772e-4,0,0,0,7.946661754142403e-4,49
UT,2013,4.2934249263984297e-4,21,48912,7.856258394027726e-4,2279,2900872,1,Optional,2013,2258,2851960,7.91736209484004e-4,0,0,0,7.856258394027726e-4,49
UT,2014,6.139829669241434e-4,31,50490,8.151817491713961e-4,2399,2942902,1,Optional,2014,2368,2892412,8.186938790186184e-4,0,0,0,8.151817491713961e-4,49
UT,2015,3.647673168484104e-4,19,52088,8.4014287435675e-4,2517,2995919,1,Optional,2015,2498,2943831,8.485541459411223e-4,0,0,0,8.4014287435675e-4,49
UT,2016,5.584512285927029e-4,30,53720,8.521190069405093e-4,2600,3051217,1,Optional,2016,2570,2997497,8.573820090562225e-4,0,0,0,8.521190069405093e-4,49
UT,2017,5.374550576374217e-4,29,53958,8.504648702879878e-4,2638,3101833,1,Optional,2017,2609,3047875,8.560062338514539e-4,0,0,0,8.504648702879878e-4,49
UT,2018,7.604562737642585e-4,42,55230,8.48121147510127e-4,2681,3161105,1,Optional,2018,2639,3105875,8.496800418561597e-4,0,0,0,8.48121147510127e-4,49
UT,2019,6.90742282283346e-4,39,56461,8.462369126482631e-4,2713,3205958,1,Optional,2019,2674,3149497,8.490244632714367e-4,0,0,0,8.462369126482631e-4,49
UT,2020,7.30523715930635e-4,42,57493,9.698822633088802e-4,3152,3249879,1,Optional,2020,3110,3192386,9.74192970398943e-4,0,0,0,9.698822633088802e-4,49
WA,1999,2.45378701128742e-4,27,110034,1.6345563351980399e-4,955,5842564,1,Optional,1999,928,5732530,1.6188314758056217e-4,0,1,1,1.6345563351980399e-4,53
WA,2000,1.6963376961948466e-4,19,112006,2.4719546816225866e-4,1457,5894121,1,Optional,2000,1438,5782115,2.486979245483703e-4,0,1,1,2.4719546816225866e-4,53
WA,2001,2.779683984676992e-4,32,115121,2.3472523448299135e-4,1405,5985722,1,Optional,2001,1373,5870601,2.338772469803347e-4,0,1,1,2.3472523448299135e-4,53
WA,2002,3.1438792070626824e-4,37,117689,2.608904410502435e-4,1579,6052349,1,Optional,2002,1542,5934660,2.598295437312331e-4,0,1,1,2.608904410502435e-4,53
WA,2003,3.8965991808851086e-4,47,120618,2.8390683989407145e-4,1733,6104115,1,Optional,2003,1686,5983497,2.817750221985571e-4,0,1,1,2.8390683989407145e-4,53
WA,2004,0.0010919923239363111,136,124543,0.0013402614974642498,8281,6178645,1,Optional,2004,8145,6054102,0.0013453688094452324,0,1,1,0.0013402614974642498,53
WA,2005,0.0010003204151329723,128,127959,0.00144854693833847,9064,6257305,1,Optional,2005,8936,6129346,0.0014579043180137,0,1,1,0.00144854693833847,53
WA,2006,9.109749709626728e-4,120,131727,0.0014051714138030465,8952,6370753,1,Optional,2006,8832,6239026,0.0014156055768961373,0,1,1,0.0014051714138030465,53
WA,2007,0.001065416577881952,145,136097,0.0014460843752471335,9344,6461587,1,Optional,2007,9199,6325490,0.0014542746886011993,0,1,1,0.0014460843752471335,53
WA,2008,0.0012773929828545476,180,140912,0.0014740413740387988,9673,6562231,1,Optional,2008,9493,6421319,0.0014783567052189745,0,1,1,0.0014740413740387988,53
WA,2009,0.0011054686150551007,160,144735,0.0014212381209780206,9476,6667426,1,Optional,2009,9316,6522691,0.0014282448762328308,0,1,1,0.0014212381209780206,53
WA,2010,0.001271799867408099,188,147822,0.001426268562608,9591,6724540,1,Optional,2010,9403,6576718,0.0014297404875805834,0,1,1,0.001426268562608,53
WA,2011,0.001283808054066279,193,150334,0.0014588498629143792,9964,6830038,1,Optional,2011,9771,6679704,0.001462789369109769,0,1,1,0.0014588498629143792,53
WA,2012,0.0014179927524814874,216,152328,0.0014601975464157522,10071,6897012,1,Optional,2012,9855,6744684,0.0014611507373807283,0,1,1,0.0014601975464157522,53
WA,2013,0.0012205933368452159,190,155662,0.0015018491248393797,10470,6971406,1,Optional,2013,10280,6815744,0.0015082726111778845,0,1,1,0.0015018491248393797,53
WA,2014,0.0014923127084848636,238,159484,0.0015090214160387338,10656,7061530,1,Optional,2014,10418,6902046,0.0015094075003267147,0,1,1,0.0015090214160387338,53
WA,2015,0.0014108611773943234,230,163021,0.0016130312170213146,11566,7170351,1,Optional,2015,11336,7007330,0.0016177345722265114,0,1,1,0.0016130312170213146,53
WA,2016,0.0014986367822041396,249,166151,0.0015101536772777167,11006,7288000,1,Optional,2016,10757,7121849,0.0015104223636305683,0,1,1,0.0015101536772777167,53
WA,2017,0.0016259013148593243,276,169752,0.0015748588629122021,11663,7405743,1,Optional,2017,11387,7235991,0.0015736614376662436,0,1,1,0.0015748588629122021,53
WA,2018,0.0016282977359732542,282,173187,0.0015505087789398336,11684,7535591,1,Optional,2018,11402,7362404,0.0015486789369341862,0,1,1,0.0015505087789398336,53
WA,2019,0.001596418568449997,281,176019,0.0015762532710571246,12003,7614893,1,Optional,2019,11722,7438874,0.0015757761188050772,0,1,1,0.0015762532710571246,53
WA,2020,0.001850853449090414,333,179917,0.0016294037183055242,12536,7693612,1,Optional,2020,12203,7513695,0.001624101058134513,0,1,1,0.0016294037183055242,53
WI,1999,8.904543295868292e-5,4.5,50536,1.1607702413764522e-4,619,5332666,1,Mandatory,1999,614.5,5282130,1.16335644900826e-4,1,0,1,1.1607702413764522e-4,55
WI,2000,8.475374329032865e-5,4.5,53095,1.4076169790302358e-4,755,5363675,1,Mandatory,2000,750.5,5310580,1.4132166354710786e-4,1,0,1,1.4076169790302358e-4,55
WI,2001,8.315163161979378e-5,4.5,54118,1.5517396036683197e-4,839,5406835,1,Mandatory,2001,834.5,5352717,1.5590213343989604e-4,1,0,1,1.5517396036683197e-4,55
WI,2002,2.3411612159631177e-4,13,55528,1.63631495261298e-4,891,5445162,1,Mandatory,2002,878,5389634,1.629053104533629e-4,1,0,1,1.63631495261298e-4,55
WI,2003,0.0012469922897237298,71,56937,0.0013313980153682936,7295,5479203,1,Mandatory,2003,7224,5422266,0.0013322843254093399,1,0,1,0.0013313980153682936,55
WI,2004,0.0013379532745548732,78,58298,0.0013944439144828117,7689,5514026,1,Mandatory,2004,7611,5455728,0.00139504755369036,1,0,1,0.0013944439144828117,55
WI,2005,0.0015694131396610735,94,59895,0.0014579441004831085,8086,5546166,1,Mandatory,2005,7992,5486271,0.001456727164954119,1,0,1,0.0014579441004831085,55
WI,2006,0.0012727836430984122,78,61283,0.0014520439145124609,8099,5577655,1,Mandatory,2006,8021,5516372,0.0014540353696233684,1,0,1,0.0014520439145124609,55
WI,2007,0.0016319934086479807,103,63113,0.001476266647655627,8283,5610775,1,Mandatory,2007,8180,5547662,0.0014744950215063572,1,0,1,0.001476266647655627,55
WI,2008,0.001421595895914457,92,64716,0.0014500985286995418,8180,5640996,1,Mandatory,2008,8088,5576280,0.0014504293184703781,1,0,1,0.0014500985286995418,55
WI,2009,0.001556690747513829,103,66166,0.001436870817799277,8146,5669264,1,Mandatory,2009,8043,5603098,0.0014354558852977407,1,0,1,0.001436870817799277,55
WI,2010,0.0017128344456913355,116,67724,0.0015134554577767557,8607,5686986,1,Mandatory,2010,8491,5619262,0.0015110525189962667,1,0,1,0.0015134554577767557,55
WI,2011,0.001629209397047058,112,68745,0.001548907719800195,8847,5711767,1,Mandatory,2011,8735,5643022,0.0015479294604912048,1,0,1,0.001548907719800195,55
WI,2012,0.001762051428980732,123,69805,0.0015465219148232449,8856,5726398,1,Mandatory,2012,8733,5656593,0.001543862179937641,1,0,1,0.0015465219148232449,55
WI,2013,0.0016896648831315122,120,71020,0.0016413844815159665,9426,5742713,1,Mandatory,2013,9306,5671693,0.0016407799223265435,1,0,1,0.0016413844815159665,55
WI,2014,0.0016492273577714642,119,72155,0.0016269033223078372,9367,5757564,1,Mandatory,2014,9248,5685409,0.0016266200021845395,1,0,1,0.0016269033223078372,55
WI,2015,0.0016010071292710628,117,73079,0.0016124513262698054,9306,5771337,1,Mandatory,2015,9189,5698258,0.0016125980957689173,1,0,1,0.0016124513262698054,55
WI,2016,0.0015306467998645445,113,73825,0.0016725191859495237,9665,5778708,1,Mandatory,2016,9552,5704883,0.0016743551094737614,1,0,1,0.0016725191859495237,55
WI,2017,0.0019594513536209863,147,75021,0.0016764780433313324,9716,5795483,1,Mandatory,2017,9569,5720462,0.0016727669897990756,1,0,1,0.0016764780433313324,55
WI,2018,0.0020003421637911746,152,75987,0.0016858837808382046,9801,5813568,1,Mandatory,2018,9649,5737581,0.0016817191774721786,1,0,1,0.0016858837808382046,55
WI,2019,0.0018656474703634125,144,77185,0.0017138880406373004,9979,5822434,1,Mandatory,2019,9835,5745249,0.0017118492166309936,1,0,1,0.0017138880406373004,55
WI,2020,0.002548303666514529,201,78876,0.0018351848343507373,10704,5832655,1,Mandatory,2020,10503,5753779,0.0018254090051077734,1,0,1,0.0018351848343507373,55
WY,1999,0,0,11689,1.4437350034568304e-4,71,491780,0,No,1999,71,480091,1.4788862944733395e-4,0,0,0,0,56
WY,2000,3.67047308319739e-4,4.5,12260,2.490977799919803e-4,123,493782,0,No,2000,118.5,481522,2.4609467480198207e-4,0,0,0,0,56
WY,2001,3.5584374505772575e-4,4.5,12646,2.142899018916138e-4,106,494657,0,No,2001,101.5,482011,2.1057610718427588e-4,0,0,0,0,56
WY,2002,3.487020534676482e-4,4.5,12905,2.2199245225662328e-4,111,500017,0,No,2002,106.5,487112,2.1863554993512785e-4,0,0,0,0,56
WY,2003,3.4580803811573043e-4,4.5,13013,3.217778024959629e-4,162,503453,0,No,2003,157.5,490440,3.211402006361634e-4,0,0,0,0,56
WY,2004,3.375084377109428e-4,4.5,13333,0.0015969169485333112,813,509106,0,No,2004,808.5,495773,0.0016307866705125129,0,0,0,0,56
WY,2005,3.3068783068783067e-4,4.5,13608,0.001606513185661189,826,514157,0,No,2005,821.5,500549,0.001641197964634831,0,0,0,0,56
WY,2006,0.0018387553041018388,26,14140,0.001681759131531166,879,522667,0,No,2006,853,508527,0.0016773937273733745,0,0,0,0,56
WY,2007,0.001495682915221973,22,14709,0.001652719508820736,884,534876,0,No,2007,862,520167,0.0016571601043511026,0,0,0,0,56
WY,2008,9.183338799606428e-4,14,15245,0.00162624555209022,888,546043,0,No,2008,874,530798,0.0016465774173979556,0,0,0,0,56
WY,2009,7.658433850277618e-4,12,15669,0.0016093567752848525,901,559851,0,No,2009,889,544182,0.001633644626246366,0,0,0,0,56
WY,2010,0.001072758250773017,17,15847,0.0017635808142278744,994,563626,0,No,2010,977,547779,0.0017835660001569976,0,0,0,0,56
WY,2011,6.178942165101335e-4,10,16184,0.0016439089126616187,934,568158,0,No,2011,924,551974,0.0016739918909223985,0,0,0,0,56
WY,2012,0.0020668693009118543,34,16450,0.0017244609758297884,994,576412,0,No,2012,960,559962,0.0017144020487104483,0,0,0,0,56
WY,2013,0.0010173548773189708,17,16710,0.0016424729429613942,957,582658,0,No,2013,940,565948,0.0016609299794327393,0,0,0,0,56
